202105|Accounting|Accounting I|55696|ACCT 2101|ES|Class|12:30 pm - 2:40 pm|MTWR|College of Business 200|Ryan   Blunck (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Mechanical Engineering|Doctoral Thesis|54708|ME 9000|KU1|Class|TBA||TBA|David Nelson  Ku (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54943|ME 9000|KUM|Class|TBA||TBA|Satish   Kumar (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56539|ME 9000|KUR|Class|TBA||TBA|Thomas R  Kurfess (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56913|ME 9000|LCA|Class|TBA||TBA|Laurent   Capolungo (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54550|ME 9000|LEA|Class|TBA||TBA|Michael J  Leamy (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52575|ME 9000|LEE|Class|TBA||TBA|Kok-Meng   Lee (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52576|ME 9000|LIA|Class|TBA||TBA|Steven Y  Liang (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55230|ME 9000|LIE|Class|TBA||TBA|Tim Charles  Lieuwen (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56104|ME 9000|LIN|Class|TBA||TBA|Julie   Linsey (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52577|ME 9000|LIP|Class|TBA||TBA|Harvey   Lipkin (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56110|ME 9000|LOU|Class|TBA||TBA|Peter   Loutzenhiser (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54412|ME 9000|MAY|Class|TBA||TBA|J. Rhett  Mayor (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57894|ME 9000|MAZ|Class|TBA||TBA|Anirban   Mazumdar (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52578|ME 9000|MCD|Class|TBA||TBA|David L  McDowell (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56453|ME 9000|MEA|Class|TBA||TBA|Julien   Meaud (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52579|ME 9000|MEL|Class|TBA||TBA|Shreyes N  Melkote (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|53656|ME 9000|MIC|Class|TBA||TBA|Thomas E.  Michaels (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57953|ME 9000|MMC|Class|TBA||TBA|Matthew Todd  McDowell (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52580|ME 9000|NEI|Class|TBA||TBA|G P  Neitzel (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52581|ME 9000|NER|Class|TBA||TBA|Robert M  Nerem (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52582|ME 9000|NEU|Class|TBA||TBA|Richard William  Neu (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55235|ME 9000|NTH|Class|TBA||TBA|Naresh N  Thadhani (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|53665|ME 9000|ORL|Class|TBA||TBA|David I  Orloff (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|53932|ME 9000|PA|Class|TBA||TBA|David E  Parekh (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|53306|ME 9000|PAR|Class|TBA||TBA|Christiaan Jos Jan  Paredis (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55867|ME 9000|PET|Class|TBA||TBA|GP   Peterson (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54546|ME 9000|PIE|Class|TBA||TBA|Olivier   Pierron (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56586|ME 9000|QGR|Class|TBA||TBA|Samuel   Graham (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56516|ME 9000|QI|Class|TBA||TBA|Hang   Qi (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54424|ME 9000|QJA|Class|TBA||TBA|Laurence J  Jacobs (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56882|ME 9000|QTK|Class|TBA||TBA|Thomas R  Kurfess (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56763|ME 9000|RAN|Class|TBA||TBA|Devesh   Ranjan (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|53301|ME 9000|RBE|Class|TBA||TBA|Yves H  Berthelot (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54368|ME 9000|RDE|Class|TBA||Foreign Studies Prog (FORSPRO)|Nico   Declercq (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55763|ME 9000|RGA|Class|TBA||TBA|Srinivas   Garimella (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54554|ME 9000|RHY|Class|TBA||TBA|Erica Eileen  Ryherd (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55621|ME 9000|RJI|Class|TBA||TBA|Jianxin   Jiao (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52583|ME 9000|ROG|Class|TBA||TBA|Peter   Rogers (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52584|ME 9000|ROS|Class|TBA||TBA|David W  Rosen (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57683|ME 9000|RSK|Class|TBA||TBA|Surya   Kalidindi (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56197|ME 9000|RUZ|Class|TBA||TBA|Massimo   Ruzzene (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57528|ME 9000|RWH|Class|TBA||TBA|Wayne Edward  Whiteman (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56276|ME 9000|SA|Class|TBA||TBA|Nader   Sadegh (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54548|ME 9000|SAB|Class|TBA||TBA|Karim G  Sabra (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52585|ME 9000|SAD|Class|TBA||TBA|Nader   Sadegh (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|60065|ME 9000|SAH|Class|TBA||TBA|Sourabh Kumar   Saha (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52586|ME 9000|SAL|Class|TBA||TBA|Richard F  Salant (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57947|ME 9000|SAW|Class|TBA||TBA|Gregory   Sawicki (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55615|ME 9000|SC|Class|TBA||TBA|Dirk   Schaefer (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55614|ME 9000|SCH|Class|TBA||TBA|Dirk   Schaefer (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52587|ME 9000|SHE|Class|TBA||TBA|Samuel Viron  Shelton (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|58554|ME 9000|SHI|Class|TBA||TBA|Chengzhi   Shi (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|60925|ME 9000|SIG|Class|TBA||TBA|Ankur   Singh (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52588|ME 9000|SIN|Class|TBA||TBA|William E.  Singhose (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52589|ME 9000|SIT|Class|TBA||TBA|Suresh K  Sitaraman (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55516|ME 9000|SJO|Class|TBA||TBA|Glenn   Sjoden (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56264|ME 9000|SKA|Class|TBA||TBA|Surya   Kalidindi (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56520|ME 9000|SLE|Class|TBA||TBA|Seung Woo   Lee (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|60636|ME 9000|SME|Class|TBA||TBA|Vanessa   Smet (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52590|ME 9000|SMI|Class|TBA||TBA|Marc K  Smith (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|53769|ME 9000|SOT|Class|TBA||TBA|Fotis   Sotiropoulos (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56960|ME 9000|SPR|Class|TBA||TBA|Stephen H  Sprigle (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|60912|ME 9000|STE|Class|TBA||TBA|Aaron   Stebner (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52591|ME 9000|STR|Class|TBA||TBA|Jeffrey L  Streator (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55058|ME 9000|SUL|Class|TBA||TBA|Todd Aaron  Sulchek (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57517|ME 9000|SUN|Class|TBA||TBA|Wenting   Sun (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57140|ME 9000|TEL|Class|TBA||TBA|Cassandra   Telenko (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54410|ME 9000|THA|Class|TBA||TBA|Tequila A.L.  Harris (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55737|ME 9000|THO|Class|TBA||TBA|Susan   Thomas (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55358|ME 9000|TIN|Class|TBA||TBA|Lena H.  Ting (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56556|ME 9000|TKI|Class|TBA||TBA|Hang   Qi (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54959|ME 9000|UED|Class|TBA||TBA|Jun   Ueda (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52592|ME 9000|UME|Class|TBA||TBA|Ifeanyi C  Ume (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57311|ME 9000|VAR|Class|TBA||TBA|Michael   Varenberg (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52593|ME 9000|VIT|Class|TBA||TBA|Raymond P  Vito (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52594|ME 9000|WEP|Class|TBA||TBA|William J  Wepfer (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54132|ME 9000|WHI|Class|TBA||TBA|Wayne Edward  Whiteman (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52595|ME 9000|WIN|Class|TBA||TBA|Ward O  Winer (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57241|ME 9000|WOO|Class|TBA||TBA|Levi   Wood (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|58566|ME 9000|WSQ|Class|TBA||TBA|Wenting   Sun (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55844|ME 9000|XIA|Class|TBA||TBA|Shuman   Xia (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56567|ME 9000|YEE|Class|TBA||TBA|Shannon   Yee (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57948|ME 9000|YEO|Class|TBA||TBA|Woonhong   Yeo (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|58770|ME 9000|YHU|Class|TBA||TBA|Yuhang   Hu (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|56451|ME 9000|YKI|Class|TBA||TBA|YongTae   Kim (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52596|ME 9000|YOD|Class|TBA||TBA|Minami   Yoda (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52599|ME 9000|YOG|Class|TBA||TBA|Ajit P  Yoganathan (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|57506|ME 9000|YOU|Class|TBA||TBA|Aaron   Young (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|55333|ME 9000|YWA|Class|TBA||TBA|Yan   Wang (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|59684|ME 9000|YZH|Class|TBA||TBA|Ye   Zhao (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54665|ME 9000|ZAM|Class|TBA||TBA|Evan A  Zamir (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|54048|ME 9000|ZH|Class|TBA||TBA|Ting   Zhu (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|53307|ME 9000|ZHA|Class|TBA||TBA|Zhuomin   Zhang (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52597|ME 9000|ZHO|Class|TBA||TBA|Min   Zhou (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52598|ME 9000|ZHU|Class|TBA||TBA|Cheng   Zhu (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105|Mechanical Engineering|Doctoral Thesis|52600|ME 9000|ZIN|Class|TBA||TBA|Ben T  Zinn (P)|GraduateSemester|1.000 TO       21.000 Credits|
202105||Master's Thesis|54986|MP 7000|BAO||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105||Master's Thesis|54579|MP 7000|CHO||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105||Master's Thesis|55783|MP 7000|ELD||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Master's Thesis|56603|MP 7000|ERI|Class|TBA||TBA|Anna   Erickson (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Master's Thesis|54696|MP 7000|HER|Class|TBA||TBA|Nolan E  Hertel (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Master's Thesis|54769|MP 7000|HU|Class|TBA||TBA|Tom C  Hu (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105||Master's Thesis|56614|MP 7000|QER||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Master's Thesis|54771|MP 7000|WAN|Class|TBA||TBA|C K  Wang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105||Master's Thesis|55355|MP 7000|ZHU||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Clinic RotationMed Phys|54767|MP 8104|A|Class|TBA||TBA|Eric Scott  Elder (P), Justin R  Roper|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Medical Physics|Clinic RotationMed Phys|54768|MP 8104|Q|Class|TBA||TBA|Eric Scott  Elder (P), Justin R  Roper|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse
202105|Medical Physics|Special Problems|58655|MP 8903|BIE|Class|TBA||TBA|Steven   Biegalski (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105||Special Problems|56526|MP 8903|ELD||||||GraduateSemester,UndergraduateSemester|3.000 Credits|
202105||Special Problems|56956|MP 8903|ERI||||||GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Medical Physics|Special Problems|56870|MP 8903|NIU|Class|TBA||TBA|Tianye   Niu (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Medical Physics|Special Problems|58745|MP 8903|SBI|Class|TBA||TBA|Steven   Biegalski (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105||Special Problems|56148|MP 8903|WAN||||||GraduateSemester,UndergraduateSemester|3.000 Credits|
202105||Special Problems|56955|MP 8906|ERI||||||GraduateSemester,UndergraduateSemester|6.000 Credits|
202105||Doctoral Thesis|55872|MP 9000|BAO||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105||Doctoral Thesis|54773|MP 9000|CHO||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Doctoral Thesis|56604|MP 9000|ERI|Class|TBA||TBA|Anna   Erickson (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Doctoral Thesis|58046|MP 9000|HER|Class|TBA||TBA|Nolan E  Hertel (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105||Doctoral Thesis|54770|MP 9000|HU||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Doctoral Thesis|60093|MP 9000|QCW|Class|TBA||TBA|C K  Wang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105||Doctoral Thesis|56628|MP 9000|QER||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105||Doctoral Thesis|54993|MP 9000|QHU||||||GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Doctoral Thesis|54772|MP 9000|WAN|Class|TBA||TBA|C K  Wang (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Medical Physics|Doctoral Thesis|55356|MP 9000|ZHU|Class|TBA||TBA|Lei   Zhu (P)|GraduateSemester,UndergraduateSemester|1.000 TO       21.000 Credits|
202105|Music|Intro to Music Theory|58863|MUSI 2700|FC1|Class|9:30 am - 11:40 am|MW|Sustainable Education 110|Frank Leo  Clark (P), Benjamin J  Diden|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,HybridCourse
202105|Music|Intro to Music Theory|58861|MUSI 2700|QUP|Class|TBA||TBA|Frank Leo  Clark (P), Benjamin J  Diden|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement,SummerOnlineCourse
202105|Music|SurveyMusic Technology|58320|MUSI 3450|A|Class|12:30 pm - 3:15 pm|MWF|Sustainable Education 110|Frank Leo  Clark (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,HybridCourse
202105|Music|SurveyMusic Technology|60956|MUSI 3450|FC|Class|TBA||TBA|Frank Leo  Clark (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement
202105|Music|SurveyMusic Technology|57884|MUSI 3450|QUP|Class|TBA||TBA|Frank Leo  Clark (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement,SummerOnlineCourse
202105|Music|SurveyMusic Technology|59749|MUSI 3450|SF|Class|12:30 pm - 3:15 pm|MWF|Sustainable Education 110|Frank Leo  Clark (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,HybridCourse,On-campuscourse
202105|Music|SurveyMusic Technology|60955|MUSI 3450|SF1|Class|TBA||TBA|Frank Leo  Clark (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement
202105|Music|Composers & Their Music|60232|MUSI 3621|B|Class|9:30 am - 12:15 pm|MWF|TBA|Jerry A.  Ulrich (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,SummerOnlineCourse,RemoteSynchronousCourse
202105|Music|Composers & Their Music|60681|MUSI 3621|BGR|Class|9:30 am - 12:15 pm|MWF|TBA|Jerry A.  Ulrich (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,RemoteSynchronousCourse
202105|Music|Composers & Their Music|60644|MUSI 3621|F|Class|9:30 am - 12:15 pm|MWF|West Village Dining Commons 175|Jerry A.  Ulrich (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,HybridCourse,On-campuscourse
202105|Music|Composers & Their Music|60229|MUSI 3621|JU1|Class|9:30 am - 12:15 pm|MWF|West Village Dining Commons 175|Jerry A.  Ulrich (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,HybridCourse
202105|Music|Composers & Their Music|60643|MUSI 3621|SF|Class|9:30 am - 12:15 pm|MWF|TBA|Jerry A.  Ulrich (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,RemoteSynchronousCourse
202105|Music|History of Jazz|56359|MUSI 3630|CC|Class|9:30 am - 11:40 am|TR|West Village Dining Commons 175|Cameron Lynn  Crotts (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HumanitiesRequirement,HybridCourse
202105|Music|History of Jazz|60144|MUSI 3630|MM1|Class|TBA||TBA|Cameron Lynn  Crotts (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement,SummerOnlineCourse
202105|Music|History of Jazz|57885|MUSI 3630|QUP|Class|TBA||TBA|Frank Leo  Clark (P), Benjamin J  Diden|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement,SummerOnlineCourse
202105|Music|History of Jazz|60143|MUSI 3630|RM|Class|TBA||TBA|Cameron Lynn  Crotts (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|RemoteAsynchronousCourse,HumanitiesRequirement,SummerOnlineCourse
202105|Music|Music Recording & Mixing|58323|MUSI 4630|CM|Class|12:30 pm - 2:40 pm|TR|West Village Dining Commons 175|Christopher J  Moore (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Music|Music Recording & Mixing|58859|MUSI 6103|G|Class|12:30 pm - 2:40 pm|TR|West Village Dining Commons 175|Christopher J  Moore (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|HybridCourse
202105|Neuroscience|Undergraduate Research|58687|NEUR 2699|COP|Class|TBA||TBA|Timothy Charles  Cope (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Undergraduate Research|60819|NEUR 2699|DUA|Class|TBA||TBA|Audrey L  Duarte (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Undergraduate Research|60647|NEUR 2699|HER|Class|TBA||TBA|Christopher K  Hertzog (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Undergraduate Research|58483|NEUR 2699|HOL|Class|TBA||TBA|Mary Katherine  Holder (P)|GraduateSemester,UndergraduateSemester|2.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Undergraduate Research|60842|NEUR 2699|INA|Class|TBA||TBA|Omer   Inan (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Undergraduate Research|60004|NEUR 2699|MCG|Class|TBA||TBA|Patrick T  McGrath (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Undergraduate Research|60554|NEUR 2699|MIT|Class|TBA||TBA|Cassie Sue  Mitchell (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Undergraduate Research|57968|NEUR 2699|SCH|Class|TBA||TBA|Eric H  Schumacher (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Neuroscience|Undergraduate Research|58680|NEUR 2699|SHI|Class|TBA||TBA|Minoru   Shinohara (P)|GraduateSemester,UndergraduateSemester|2.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Undergraduate Research|57959|NEUR 2699|WHE|Class|TBA||TBA|Mark Edward  Wheeler (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|
202105|Neuroscience|Undergraduate Research|60846|NEUR 2699|WHY|Class|TBA||TBA|Alonzo James  Whyte (P)|GraduateSemester,UndergraduateSemester|1.000 TO       12.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Undergraduate Research|59816|NEUR 2699|WOO|Class|TBA||TBA|Levi   Wood (P)|GraduateSemester,UndergraduateSemester|4.000 Credits|Res/CP51-100cont/hrs
202105|Neuroscience|Neuro Research Project|59118|NEUR 4001|A|Class|9:30 am - 10:45 am|MW|Boggs 1-21|Christina   Ragan (P)|GraduateSemester,UndergraduateSemester|4.000 Credits|HybridCourse,Capstone
202105|Neuroscience|Neuro Research Project|58330|NEUR 4001|A01|Class|12:30 pm - 4:45 pm|MW|Boggs 1-21|Christina   Ragan (P)|GraduateSemester,UndergraduateSemester|0.000 Credits|HybridCourse,Capstone
202105|Neuroscience|Research Assistantship|58573|NEUR 4698|CM|Class|TBA||TBA|Cassie Sue  Mitchell (P)|GraduateSemester,UndergraduateSemester|3.000 Credits|Res/CP51-100cont/hrs
